,user_id,product_id,product_name,model_rating
1,175,39180,Organic Lowfat 1% Milk,2.955750754
2,175,13176,Bag of Organic Bananas,2.876966317
3,175,22610,Reduced Fat 2% Lactose-Free Milk,2.790401008
4,175,10473,Half And Half Cream,2.773296989
5,175,8859,Natural Spring Water,2.766837355
6,175,27726,Lemon Seltzer Water,2.72140495
7,175,27237,Butter Top Wheat Bread,2.713425019
8,175,19875,Organic Yogurt Original Plain,2.661006612
9,175,4289,15 Calories Light Lemonade,2.648991937
0,182,3957,100% Raw Coconut Water,4.573465398
1,182,15424,Purified Water,4.219374505
2,182,20899,Goo Berry Pie Probugs Kefir,4.046065219
3,182,27845,Organic Whole Milk,4.00616578
4,182,39276,Bananas,3.951833146
5,182,49610,100% Lactose Free Fat Free Milk,3.910492161
6,182,49235,Organic Half & Half,3.782379662
7,182,30233,Organic Large Brown Grade AA Cage Free Eggs,3.762943143
8,182,31651,Extra Fancy Unsalted Mixed Nuts,3.61939817
9,182,43631,Diet Coke,3.481554447
0,187,27325,Alpine Spring Water,4.604947628
1,187,23909,2% Reduced Fat Milk,4.215350233
2,187,3957,100% Raw Coconut Water,4.204845642
3,187,11520,Large Alfresco Eggs,3.68994424
4,187,37718,Blueberry Whole Milk Yogurt Pouch,3.479088911
5,187,39276,Bananas,3.334556915
6,187,13560,A+ Cinnamon Sweet Potato Pancakes,3.29884203
7,187,46149,Zero Calorie Cola,3.272664192
8,187,1402,Plain Soymilk Creamer,3.243438152
9,187,8898,Little Bites Chocolate Chip Muffins,3.089937339
0,190,24852,Banana,3.772403685
1,190,1463,Organic Milk,3.491453208
2,190,43154,Sparkling Mineral Water,3.356083259
3,190,49198,Zero Soda,3.339205709
4,190,37710,Trail Mix,3.254011418
5,190,38444,Chardonnay,3.222789138
6,190,36186,Large Grade AA Organic Eggs,3.195077857
7,190,40852,Lactose Free Fat Free Milk,3.144917128
8,190,28985,Michigan Organic Kale,2.95405224
9,190,6286,Half and Half,2.918887595
0,195,196,Soda,4.881289123
1,195,22802,Mineral Water,4.787091702
2,195,1463,Organic Milk,4.524999541
3,195,24852,Banana,4.266472519
4,195,31651,Extra Fancy Unsalted Mixed Nuts,4.177355455
5,195,28309,Gourmet Pizza Three Cheese Gluten Free,4.131969708
6,195,26131,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,4.054803804
7,195,24838,Unsweetened Almondmilk,4.046902629
8,195,34217,Pesto Tortellini  Bowls,4.032985609
9,195,15649,Baby Seedless Cucumbers,3.982622821
0,197,24852,Banana,4.410218494
1,197,33754,Total 2% with Strawberry Lowfat Greek Strained Yogurt,4.300152001
2,197,5785,Organic Reduced Fat 2% Milk,4.199371476
3,197,19660,Spring Water,4.119297911
4,197,21903,Organic Baby Spinach,3.784226939
5,197,2210,Large Brown Grade AA Eggs,3.770050684
6,197,3896,Organic Honey Sweet Whole Wheat Bread,3.768325267
7,197,30776,Organic Raw Kombucha Gingerade,3.703745167
8,197,45223,Just Green Unsweetened Tea,3.603268204
9,197,35951,Organic Unsweetened Almond Milk,3.485101185
0,204,38312,Almond Milk Strawberry Yogurt,5
1,204,329,Organic Whole Grassmilk Milk,4.807490036
2,204,14218,Grade A Large Eggs Cage Free Omega 3,4.580613526
3,204,13176,Bag of Organic Bananas,4.519405396
4,204,12341,Hass Avocados,4.240297389
5,204,46149,Zero Calorie Cola,4.13125929
6,204,21267,Sourdough Bread,4.031275446
7,204,23288,Distilled Water,3.994373875
8,204,10673,Original Nooks & Crannies English Muffins,3.910017474
9,204,21903,Organic Baby Spinach,3.778227606
0,206,13176,Bag of Organic Bananas,4.177872502
1,206,13166,"Organic Milk Reduced Fat, 2% Milkfat",3.524043838
2,206,38768,Sweet Kale Salad Mix,3.414896279
3,206,22610,Reduced Fat 2% Lactose-Free Milk,3.268770946
4,206,19660,Spring Water,3.2142464
5,206,117,Petit Suisse Fruit,3.135299917
6,206,47611,M&M's Vanilla Lowfat Yogurt,3.095800931
7,206,30233,Organic Large Brown Grade AA Cage Free Eggs,3.088885142
8,206,21903,Organic Baby Spinach,3.059630257
9,206,6046,Boneless Skinless Chicken Breast,3.05413138
0,208,27845,Organic Whole Milk,4.009336293
1,208,117,Petit Suisse Fruit,3.539418737
2,208,14947,Pure Sparkling Water,3.503818417
3,208,43394,Organic Lactose Free Whole Milk,3.415583305
4,208,45223,Just Green Unsweetened Tea,3.401282575
5,208,30440,Chocolate Crepes,3.388929124
6,208,13176,Bag of Organic Bananas,3.37622127
7,208,19875,Organic Yogurt Original Plain,3.320536584
8,208,17638,Vanilla Coffee Concentrate,3.218276779
9,208,44177,Large Grade A Eggs,3.153954809
0,209,24852,Banana,5
1,209,43394,Organic Lactose Free Whole Milk,4.969453214
2,209,31720,Organic  Whole Milk,4.735021935
3,209,23543,Organic Extra Large Brown Eggs,4.700631408
4,209,1069,100% Oatnut Bread,4.644066497
5,209,7916,Grilled Chicken Breast,4.432372923
6,209,29373,Nonfat Probiotic Drinks,4.414184905
7,209,25466,Water,4.37941826
8,209,22472,Mesquite Smoked Turkey,4.346522524
9,209,17794,Carrots,4.317007427
0,210,3765,Original Whole Fat Lactose Free Milk,5
1,210,19348,Fat Free Milk,5
2,210,35842,Organic Lemon Cayenne Sparkling Probiotic Drink,5
3,210,24852,Banana,5
4,210,20899,Goo Berry Pie Probugs Kefir,4.885458069
5,210,27325,Alpine Spring Water,4.786865799
6,210,47185,Spreadable Butter with Canola Oil,4.693202606
7,210,9175,Diet Coke Caffeine Free Soda,4.665347273
8,210,33452,Fruit Punch Sports Drink,4.639681297
9,210,11576,Corn Chips,4.568307025
0,214,13176,Bag of Organic Bananas,4.319874708
1,214,21903,Organic Baby Spinach,4.316402416
2,214,29447,"Milk, Organic, Vitamin D",4.131843374
3,214,38544,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,3.74362152
4,214,49235,Organic Half & Half,3.721808914
5,214,14999,Grade A Large Brown Eggs,3.623400874
6,214,47977,Grapefruit Sparkling Water,3.437892674
7,214,117,Petit Suisse Fruit,3.366941347
8,214,14702,Maple Honey Ham,3.361041232
9,214,20682,Cinnamon Raisin Swirl Pre-Sliced Bagels,3.260499254
0,216,36011,Organic Fat Free Milk,4.357367638
1,216,47766,Organic Avocado,4.275567454
2,216,9405,Calcium Enriched 100% Lactose Free Fat Free Milk,4.138254918
3,216,14947,Pure Sparkling Water,4.108988318
4,216,13517,Whole Wheat Bread,4.067808802
5,216,27086,Half & Half,4.060395259
6,216,11266,Dried Mangos,3.997083847
7,216,21572,Cheez-It Cheddar Cracker,3.986056928
8,216,14218,Grade A Large Eggs Cage Free Omega 3,3.962364403
9,216,29509,80  Vodka Holiday Edition,3.867387683
0,219,20463,Organic Fat-Free Milk,4.300323051
1,219,6532,Organic YoKids Very Berry Smoothies,4.121775754
2,219,19894,Enlightened Organic Raw Kombucha,4.088481106
3,219,49610,100% Lactose Free Fat Free Milk,4.022431606
4,219,5212,Watermelon Chunks,3.986831161
5,219,14233,Natural Artesian Water,3.899275824
6,219,12341,Hass Avocados,3.768793826
7,219,44177,Large Grade A Eggs,3.723960848
8,219,48988,Unsweetened Premium Iced Tea,3.65358892
9,219,17638,Vanilla Coffee Concentrate,3.53346154
0,220,32566,Dha Omega 3 Vitamin D Milk,4.331137608
1,220,21137,Organic Strawberries,4.136450307
2,220,27966,Organic Raspberries,3.776424738
3,220,44799,Fresh CA Grown Eggs,3.735377793
4,220,43394,Organic Lactose Free Whole Milk,3.657146418
5,220,5479,Italian Sparkling Mineral Water,3.496520466
6,220,42445,Organic Plain Whole Milk Yogurt,3.491818398
7,220,1069,100% Oatnut Bread,3.388042822
8,220,42803,Organic Apple Slices,3.165138082
9,220,13629,Organic Snipped Green Beans,3.150246177
0,221,38689,Organic Reduced Fat Milk,4.546244803
1,221,11520,Large Alfresco Eggs,4.366343462
2,221,10957,Fridge Pack Cola,4.144182707
3,221,27514,Maple Glazed Honey Ham,4.019809186
4,221,5479,Italian Sparkling Mineral Water,4.005503929
5,221,14111,"Light, Very Vanilla",3.983775572
6,221,21903,Organic Baby Spinach,3.914564828
7,221,35503,Organic Vanilla Almond Milk,3.885207463
8,221,38944,Seven Grain Crispy Tenders,3.746440971
9,221,14127,Tesora Medium Roast,3.703781187
0,222,3957,100% Raw Coconut Water,4.446144709
1,222,45763,Mini Seedless Cucumbers,4.331027537
2,222,7916,Grilled Chicken Breast,4.311759932
3,222,40852,Lactose Free Fat Free Milk,4.268406071
4,222,8571,Baby Cucumbers,4.263352622
5,222,20940,Organic Low Fat Milk,4.235062038
6,222,12606,100% Natural Spring Water,4.19650627
7,222,7781,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,4.183569819
8,222,34487,Hass Avocado Bag,4.050865585
9,222,47611,M&M's Vanilla Lowfat Yogurt,4.043824155
0,223,43394,Organic Lactose Free Whole Milk,5
1,223,44632,Sparkling Water Grapefruit,5
2,223,5785,Organic Reduced Fat 2% Milk,5
3,223,36127,Freshly Squeezed Orange Juice,4.53665708
4,223,24852,Banana,4.532187841
5,223,44765,Colby Cheese Sticks,4.386531766
6,223,12341,Hass Avocados,4.352166606
7,223,8309,Nonfat Icelandic Style Strawberry Yogurt,4.272981374
8,223,5782,Grade A Large White Eggs,4.232558597
9,223,6286,Half and Half,4.183430836
0,226,14947,Pure Sparkling Water,4.21598759
1,226,31981,1% Low Fat Milk,4.02421141
2,226,44799,Fresh CA Grown Eggs,3.908138525
3,226,24852,Banana,3.695270111
4,226,27237,Butter Top Wheat Bread,3.596932538
5,226,38544,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,3.463049616
6,226,3765,Original Whole Fat Lactose Free Milk,3.305055116
7,226,9411,Unsweetened Iced Coffee,3.283908057
8,226,3957,100% Raw Coconut Water,3.28327931
9,226,9964,Superfood Dark Chocolate and Peanut Butter Seedbar,3.282731057
0,227,29447,"Milk, Organic, Vitamin D",4.358603251
1,227,21137,Organic Strawberries,4.335611767
2,227,29373,Nonfat Probiotic Drinks,3.885398713
3,227,43154,Sparkling Mineral Water,3.826660583
4,227,12341,Hass Avocados,3.795613423
5,227,43394,Organic Lactose Free Whole Milk,3.672177165
6,227,49235,Organic Half & Half,3.640221143
7,227,30024,Cage Free Grade AA Large White Eggs,3.616371851
8,227,28985,Michigan Organic Kale,3.586949367
9,227,25931,Organic Baby Spinach Salad,3.574060039
0,229,33754,Total 2% with Strawberry Lowfat Greek Strained Yogurt,4.681105846
1,229,39180,Organic Lowfat 1% Milk,4.478918501
2,229,13176,Bag of Organic Bananas,4.047612089
3,229,5428,1 Liter,3.961520812
4,229,11520,Large Alfresco Eggs,3.920079144
5,229,7521,New Orleans Iced Coffee,3.883003866
6,229,27086,Half & Half,3.865676394
7,229,3896,Organic Honey Sweet Whole Wheat Bread,3.819792305
8,229,27726,Lemon Seltzer Water,3.771027797
9,229,31960,Eggo Pancakes Minis,3.739491767
0,232,29447,"Milk, Organic, Vitamin D",5
1,232,6948,Organic Original Almond Milk,4.711575875
2,232,43086,Super Greens Salad,4.581283282
3,232,26047,Tuna Salad,4.553306258
4,232,1398,Ice Bag,4.484004147
5,232,14874,Organic Eggs Large,4.465127717
6,232,25133,Organic String Cheese,4.405136235
7,232,23233,California Sourdough Bread,4.337421021
8,232,29373,Nonfat Probiotic Drinks,4.311021721
9,232,49198,Zero Soda,4.310551426
0,233,1463,Organic Milk,5
1,233,46149,Zero Calorie Cola,4.855359826
2,233,15693,Organic Peach Oo La Long Tea,4.630014859
3,233,32211,Whole Grains Oatnut Bread,4.627533844
4,233,27325,Alpine Spring Water,4.497010975
5,233,39276,Bananas,4.467979979
6,233,17630,YoKids Squeeze! Organic Strawberry Flavor Yogurt,4.448184932
7,233,30024,Cage Free Grade AA Large White Eggs,4.384842131
8,233,10132,Organic American Cheese Singles,4.380938529
9,233,31651,Extra Fancy Unsalted Mixed Nuts,4.344940304
0,234,32478,Reduced Fat 2% Milk,4.042116108
1,234,24852,Banana,3.876034385
2,234,1069,100% Oatnut Bread,3.777777654
3,234,44008,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,3.61221959
4,234,26620,Peach Pear Flavored Sparkling Water,3.570801022
5,234,11520,Large Alfresco Eggs,3.532552347
6,234,45763,Mini Seedless Cucumbers,3.503033921
7,234,49235,Organic Half & Half,3.478202789
8,234,38444,Chardonnay,3.472148274
9,234,22610,Reduced Fat 2% Lactose-Free Milk,3.435865402
0,235,20940,Organic Low Fat Milk,4.206892989
1,235,14233,Natural Artesian Water,4.09201997
2,235,13176,Bag of Organic Bananas,3.772645524
3,235,38928,0% Greek Strained Yogurt,3.673502846
4,235,7521,New Orleans Iced Coffee,3.485255867
5,235,31651,Extra Fancy Unsalted Mixed Nuts,3.433125613
6,235,37158,Chicken & Maple Breakfast Sausage,3.332768735
7,235,35951,Organic Unsweetened Almond Milk,3.300964508
8,235,44177,Large Grade A Eggs,3.241880171
9,235,16696,Coke Classic,3.133613311
0,236,10473,Half And Half Cream,3.416730824
1,236,10957,Fridge Pack Cola,3.362376377
2,236,6347,Unsweetened Almond Milk,3.265869497
3,236,35914,Dha Omega 3 Reduced Fat 2% Milk,3.256061966
4,236,12341,Hass Avocados,3.244026601
5,236,5535,Large Brown Free Range Eggs Grade A,3.221569808
6,236,42244,Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt,3.175862764
7,236,36691,Purified Drinking Water,3.121254569
8,236,46842,Plain Pre-Sliced Bagels,2.9269484
9,236,46061,Popcorn,2.910270349
0,242,34197,Goat Milk,3.731722798
1,242,13176,Bag of Organic Bananas,3.409278727
2,242,28058,Gluten Free Sliced Mountain White Bread,3.284367223
3,242,22610,Reduced Fat 2% Lactose-Free Milk,3.223034971
4,242,3957,100% Raw Coconut Water,3.204059408
5,242,12935,Organic Pasture Raised Brown Eggs,3.091545303
6,242,39475,Total Greek Strained Yogurt,3.087301763
7,242,27086,Half & Half,2.969383507
8,242,6184,Clementines,2.897618812
9,242,35470,Water Mineral,2.879331676
0,243,44799,Fresh CA Grown Eggs,4.551461699
1,243,32566,Dha Omega 3 Vitamin D Milk,4.280798766
2,243,12614,Yellow Grape Tomatoes,4.026897103
3,243,49610,100% Lactose Free Fat Free Milk,3.98957149
4,243,41276,Energy Drink,3.683269285
5,243,10473,Half And Half Cream,3.645219126
6,243,47209,Organic Hass Avocado,3.566134529
7,243,20015,Grandma's Hummus,3.550549952
8,243,31651,Extra Fancy Unsalted Mixed Nuts,3.533679191
9,243,14947,Pure Sparkling Water,3.518337309
0,248,45948,Gluten Free 7 Grain Bread,4.457080483
1,248,21903,Organic Baby Spinach,4.425817241
2,248,31720,Organic  Whole Milk,4.35220322
3,248,22610,Reduced Fat 2% Lactose-Free Milk,4.314970845
4,248,10749,Organic Red Bell Pepper,4.283067007
5,248,8571,Baby Cucumbers,4.261338611
6,248,3798,Pink Lady Apples,4.06399538
7,248,33198,Sparkling Natural Mineral Water,3.997203556
8,248,43209,Large Eggs,3.903353957
9,248,31102,Sugar Free Energy Drink,3.848035515
0,256,432,Vanilla Almond Breeze Almond Milk,3.967406144
1,256,30233,Organic Large Brown Grade AA Cage Free Eggs,3.839563666
2,256,33198,Sparkling Natural Mineral Water,3.767593441
3,256,31651,Extra Fancy Unsalted Mixed Nuts,3.752428157
4,256,36127,Freshly Squeezed Orange Juice,3.618275031
5,256,117,Petit Suisse Fruit,3.607913193
6,256,46149,Zero Calorie Cola,3.521340646
7,256,17316,Vitamin D Organic Whole Milk,3.463153369
8,256,39475,Total Greek Strained Yogurt,3.422484748
9,256,27086,Half & Half,3.277040819
0,257,20940,Organic Low Fat Milk,4.186141024
1,257,22610,Reduced Fat 2% Lactose-Free Milk,3.928180887
2,257,8571,Baby Cucumbers,3.884057596
3,257,44292,Premium Unsweetened Iced Tea,3.773446672
4,257,44799,Fresh CA Grown Eggs,3.683072693
5,257,47877,Coke Zero,3.582624014
6,257,5479,Italian Sparkling Mineral Water,3.517302834
7,257,21903,Organic Baby Spinach,3.488737435
8,257,31651,Extra Fancy Unsalted Mixed Nuts,3.384709574
9,257,29373,Nonfat Probiotic Drinks,3.35093114
0,258,20940,Organic Low Fat Milk,4.265694356
1,258,47231,Ultra-Purified Water,3.728862614
2,258,29373,Nonfat Probiotic Drinks,3.66107768
3,258,44177,Large Grade A Eggs,3.473216692
4,258,47141,Cola,3.447160689
5,258,11576,Corn Chips,3.306170262
6,258,16768,100% Lactose Free Reduced Fat Calcium Enriched Milk,3.294977553
7,258,3298,Mozzarella String Cheese,3.191371454
8,258,13560,A+ Cinnamon Sweet Potato Pancakes,3.187254271
9,258,24852,Banana,3.179593388
0,260,27845,Organic Whole Milk,3.991248995
1,260,44799,Fresh CA Grown Eggs,3.92918472
2,260,10831,Yobaby Organic Plain Yogurt,3.837938523
3,260,8048,Packaged Grape Tomatoes,3.779144139
4,260,24852,Banana,3.634957641
5,260,21903,Organic Baby Spinach,3.510906283
6,260,22959,Reduced Fat Milk 100% Lactose Free,3.490047748
7,260,5385,Country White Bread,3.472807182
8,260,26094,Krave Cereal Chocolate,3.453637155
9,260,5479,Italian Sparkling Mineral Water,3.404790388
0,262,2962,"Milk, Reduced Fat, 2% Milkfat",3.746860497
1,262,44177,Large Grade A Eggs,3.658062822
2,262,12341,Hass Avocados,3.560047618
3,262,12384,Organic Lactose Free 1% Lowfat Milk,3.304355367
4,262,43154,Sparkling Mineral Water,3.262805728
5,262,7806,Soft Pretzel Burger Buns,3.212687639
6,262,43631,Diet Coke,3.204353612
7,262,48988,Unsweetened Premium Iced Tea,3.146075119
8,262,25965,Santa Fe Fiesta Salad,3.058374833
9,262,41131,India Pale Ale,3.026305786
0,264,14947,Pure Sparkling Water,4.812130988
1,264,24852,Banana,4.756640296
2,264,39180,Organic Lowfat 1% Milk,4.560011421
3,264,27730,Almond Breeze Original Almond Milk,4.518468038
4,264,5212,Watermelon Chunks,4.20756267
5,264,5782,Grade A Large White Eggs,3.802823522
6,264,45603,Trilogy Kombucha Drink,3.784746841
7,264,42445,Organic Plain Whole Milk Yogurt,3.768364744
8,264,34027,Crispix Rice & Corn Cereal,3.766177323
9,264,49235,Organic Half & Half,3.73831912
0,270,45504,Whole Organic Omega 3 Milk,4.049523754
1,270,16083,Organic Large Brown Eggs,3.726470793
2,270,3298,Mozzarella String Cheese,3.574934983
3,270,26131,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,3.456740558
4,270,18023,Organic Coconut Water,3.427964524
5,270,29615,"Bread, Country Buttermilk",3.367633654
6,270,8048,Packaged Grape Tomatoes,3.36736255
7,270,1402,Plain Soymilk Creamer,3.32158676
8,270,21038,Organic Spelt Tortillas,3.234373008
9,270,14127,Tesora Medium Roast,3.223210846
0,271,45504,Whole Organic Omega 3 Milk,3.812509035
1,271,38928,0% Greek Strained Yogurt,3.811053708
2,271,43394,Organic Lactose Free Whole Milk,3.608545752
3,271,24852,Banana,3.551959971
4,271,14874,Organic Eggs Large,3.415001234
5,271,47231,Ultra-Purified Water,3.404259058
6,271,46149,Zero Calorie Cola,3.331023564
7,271,5077,100% Whole Wheat Bread,3.3306554
8,271,117,Petit Suisse Fruit,3.289341652
9,271,17949,Mild Cheddar Cheese Sticks,3.271724415
0,273,13176,Bag of Organic Bananas,3.398796136
1,273,29447,"Milk, Organic, Vitamin D",3.347533952
2,273,5077,100% Whole Wheat Bread,3.286910065
3,273,26165,Electrolyte Enhanced Water,3.045880776
4,273,6774,Brown Fertile Large Grade AA Eggs,3.015610447
5,273,22610,Reduced Fat 2% Lactose-Free Milk,2.910902437
6,273,37158,Chicken & Maple Breakfast Sausage,2.829863069
7,273,12099,Honey Greek Yogurt,2.787099389
8,273,27726,Lemon Seltzer Water,2.722572372
9,273,11266,Dried Mangos,2.70866181
0,278,27086,Half & Half,4.346692321
1,278,24852,Banana,4.140681485
2,278,29447,"Milk, Organic, Vitamin D",4.027916734
3,278,6184,Clementines,3.66279931
4,278,11576,Corn Chips,3.652252355
5,278,43631,Diet Coke,3.627366867
6,278,49610,100% Lactose Free Fat Free Milk,3.579786948
7,278,49683,Cucumber Kirby,3.559060383
8,278,44177,Large Grade A Eggs,3.523993453
9,278,3896,Organic Honey Sweet Whole Wheat Bread,3.518029024
0,280,21903,Organic Baby Spinach,5
1,280,41148,Hard Cooked Eggs,4.774116423
2,280,36011,Organic Fat Free Milk,4.600854346
3,280,38928,0% Greek Strained Yogurt,4.554478277
4,280,24852,Banana,4.453732143
5,280,1402,Plain Soymilk Creamer,4.254112851
6,280,26790,Organic AppleApple,4.230821891
7,280,49235,Organic Half & Half,4.182285284
8,280,10851,Natural Alpine Spring Water,4.155262237
9,280,14702,Maple Honey Ham,4.115539557
0,281,24852,Banana,4.623591227
1,281,27845,Organic Whole Milk,4.222107633
2,281,26165,Electrolyte Enhanced Water,3.927942007
3,281,43643,Organic Strawana Probugs Kefir,3.70690751
4,281,21903,Organic Baby Spinach,3.524374697
5,281,6286,Half and Half,3.362835695
6,281,43394,Organic Lactose Free Whole Milk,3.352682835
7,281,27726,Lemon Seltzer Water,3.339793633
8,281,11576,Corn Chips,3.333642031
9,281,34358,Garlic,3.333176962
0,284,20940,Organic Low Fat Milk,5
1,284,38928,0% Greek Strained Yogurt,4.643297239
2,284,5479,Italian Sparkling Mineral Water,4.639951242
3,284,16696,Coke Classic,4.521621051
4,284,13560,A+ Cinnamon Sweet Potato Pancakes,4.205382057
5,284,13176,Bag of Organic Bananas,4.098043069
6,284,12935,Organic Pasture Raised Brown Eggs,4.061538844
7,284,29118,French Vanilla Soy Creamer,4.060095263
8,284,26047,Tuna Salad,4.048168356
9,284,4812,Stage 1 Apples & Strawberries Organic Pureed Baby Food,4.045466481
0,289,13176,Bag of Organic Bananas,5
1,289,18465,Organic Grade A Free Range Large Brown Eggs,5
2,289,5479,Italian Sparkling Mineral Water,5
3,289,38689,Organic Reduced Fat Milk,5
4,289,21903,Organic Baby Spinach,4.849031712
5,289,46990,Ground Buffalo,4.67169761
6,289,1069,100% Oatnut Bread,4.592635975
7,289,35503,Organic Vanilla Almond Milk,4.563709634
8,289,10957,Fridge Pack Cola,4.544213185
9,289,30442,Low Fat Vanilla Yogurt,4.539442142
0,290,5479,Italian Sparkling Mineral Water,5
1,290,4451,Organic Skim Milk with DHA Omega-3,4.842037756
2,290,43394,Organic Lactose Free Whole Milk,4.183903649
3,290,11712,Cage Free Large White Eggs,4.059073009
4,290,46088,Beer,3.917349533
5,290,10957,Fridge Pack Cola,3.906982934
6,290,18362,Organic Bread with 21 Whole Grains,3.904830547
7,290,24852,Banana,3.880171985
8,290,2078,Unsalted Pure Irish Butter,3.790794222
9,290,46061,Popcorn,3.729016334
0,294,29447,"Milk, Organic, Vitamin D",4.185434286
1,294,24852,Banana,3.593779211
2,294,22610,Reduced Fat 2% Lactose-Free Milk,3.472977814
3,294,17949,Mild Cheddar Cheese Sticks,3.330901846
4,294,44799,Fresh CA Grown Eggs,3.279458736
5,294,38928,0% Greek Strained Yogurt,3.201158809
6,294,11576,Corn Chips,3.13517036
7,294,27086,Half & Half,3.129750844
8,294,5479,Italian Sparkling Mineral Water,3.043558035
9,294,21903,Organic Baby Spinach,3.029457503
0,295,3957,100% Raw Coconut Water,4.892981856
1,295,5785,Organic Reduced Fat 2% Milk,4.729240955
2,295,24838,Unsweetened Almondmilk,4.648170177
3,295,44008,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,4.489642921
4,295,9411,Unsweetened Iced Coffee,4.433287173
5,295,36316,Lemon Sparkling Water,4.261594966
6,295,46088,Beer,4.249182473
7,295,2120,Sauvignon Blanc,4.194556456
8,295,46061,Popcorn,4.189251283
9,295,5115,Organic Medium Brown Eggs,4.183018381
0,300,21903,Organic Baby Spinach,3.953218398
1,300,24852,Banana,3.821146208
2,300,44799,Fresh CA Grown Eggs,3.617403859
3,300,36011,Organic Fat Free Milk,3.567447545
4,300,6361,Soft Potato Bread,3.334835358
5,300,38928,0% Greek Strained Yogurt,3.281062827
6,300,9411,Unsweetened Iced Coffee,3.139359963
7,300,11187,Revel Berry Yerba Mate,3.004918598
8,300,5479,Italian Sparkling Mineral Water,2.988882751
9,300,8571,Baby Cucumbers,2.909069405
0,301,12384,Organic Lactose Free 1% Lowfat Milk,2.997513558
1,301,35914,Dha Omega 3 Reduced Fat 2% Milk,2.983029845
2,301,29848,Diet Peach Tea,2.911179932
3,301,11520,Large Alfresco Eggs,2.869843205
4,301,19057,Organic Large Extra Fancy Fuji Apple,2.824879954
5,301,6182,Natural Artesian Bottled Water,2.769999567
6,301,1069,100% Oatnut Bread,2.696322875
7,301,13560,A+ Cinnamon Sweet Potato Pancakes,2.671602203
8,301,3957,100% Raw Coconut Water,2.642442806
9,301,47611,M&M's Vanilla Lowfat Yogurt,2.605875668
0,304,12606,100% Natural Spring Water,4.210242086
1,304,10753,Peanut Butter Bar,4.162731284
2,304,47611,M&M's Vanilla Lowfat Yogurt,4.135142022
3,304,29447,"Milk, Organic, Vitamin D",4.094092768
4,304,33572,Lactose Free 2% Reduced Fat Milk,4.002920094
5,304,25332,Unsweetened Coconut Water,3.993174263
6,304,27086,Half & Half,3.924825311
7,304,30233,Organic Large Brown Grade AA Cage Free Eggs,3.85923525
8,304,21497,White Sandwich Bread,3.800428118
9,304,42828,Whipped Cream Cheese,3.672230232
0,306,24852,Banana,3.936136735
1,306,8571,Baby Cucumbers,3.662378227
2,306,20940,Organic Low Fat Milk,3.649732479
3,306,6774,Brown Fertile Large Grade AA Eggs,3.471783711
4,306,22959,Reduced Fat Milk 100% Lactose Free,3.339834696
5,306,30597,French Vanilla Coffee Creamer,3.311163825
6,306,45763,Mini Seedless Cucumbers,3.271537173
7,306,45064,Honey Wheat Bread,3.240171083
8,306,30489,Original Hummus,3.231626069
9,306,42731,Original Citrus Sparkling Flavored Soda,3.206941331
